id_anggota,nama,tujuan_pinjaman,jumlah_pinjaman,tenor,cicilan,simp_wajib,simp_sukarela,simp_pensiun,simp_hari_raya,total_simpanan,rasio_simpanan,week_past_due,label_risiko
PU-240-23-11-001960,"IDA RAYASA","JUAL IKAN DAN LAINNYA",6000000,50,148800,975000,12378,69990,0,1057368,0.1762,24,Macet
PU-240-24-02-000142,"KOMA SOFIAH","JUAL JASA",3000000,25,134400,35000,27000,32684,61693,156377,0.0521,15,Macet
PU-240-24-02-000143,NURJANAH,WARUNGAN,5000000,50,124000,446000,37041,101089,0,584130,0.1168,38,Macet
PU-240-25-08-000344,"HJ. ATIH SAHATI","JUAL IKAN DAN LAINNYA",4510000,50,101024,434000,25634,99882,34345,593861,0.1317,11,Diragukan
PU-240-23-08-001353,"EKA MUTIARA AGUSTINE","JUAL MAKANAN",4000000,50,99200,413000,12400,80193,8106,513699,0.1284,15,Macet
PU-240-23-11-002059,DARIAH,WARUNGAN,3000000,25,134400,44000,67254,33046,62820,207120,0.069,12,Diragukan
PU-240-23-12-002138,ONAH,WARUNGAN,6000000,50,148800,871000,12960,171629,30510,1086099,0.181,28,Macet
PU-240-24-02-000215,ROHIYAH,"JUAL IKAN DAN LAINNYA",4000000,50,99200,84000,43600,43840,45757,217197,0.0543,38,Macet
PU-240-22-09-001596,SUSI,"JUAL MAKANAN",3000000,50,74400,137000,57094,34995,7690,236779,0.0789,6,Diragukan
PU-240-22-10-001862,SARNAH,PERTANIAN,6500000,50,161200,1519000,3887,119685,29176,1671748,0.2572,22,Macet
PU-240-22-11-001906,UNAH,"JUAL MAKANAN",3000000,50,74400,107000,24871,34875,48683,215429,0.0718,16,Macet
PU-240-22-12-002382,IMA,"JUAL IKAN DAN LAINNYA",3000000,50,74400,83000,15102,34629,30831,163562,0.0545,24,Macet
PU-240-23-03-000465,MARNIAH,"JUAL MAKANAN",5000000,50,124000,633000,13236,60883,31193,738312,0.1477,29,Macet
PU-240-23-03-000637,SARNI,"JUAL MAKANAN",7000000,50,173600,1760000,2930,85124,40091,1888145,0.2697,38,Macet
PU-240-23-03-000675,KUNAH,PERTANIAN,5000000,50,124000,819000,40997,57960,17979,935936,0.1872,21,Macet
PU-240-23-05-000910,NENI,PERTANIAN,8000000,50,198400,1864000,39512,97777,68388,2069677,0.2587,39,Macet
PU-240-23-06-001085,ERAH,"JUAL PAKAIAN",5000000,50,124000,491000,56440,103895,7286,658621,0.1317,30,Macet
PU-240-23-07-001177,JUNAH,WARUNGAN,8000000,50,198400,1867000,2558,93251,7115,1969924,0.2462,44,Macet
PU-240-23-07-001295,IKAH,"JUAL MAKANAN",4000000,50,99200,427000,21176,80235,2225,530636,0.1327,11,Diragukan
PU-240-23-08-001351,SARCI,"JUAL MAKANAN",7000000,50,173600,1786000,2383,81065,7025,1876473,0.2681,40,Macet
PU-240-24-03-000260,TINI,"JUAL IKAN DAN LAINNYA",4000000,50,99200,311000,66450,77980,19444,474874,0.1187,42,Macet
PMB-240-25-08-000038,RAMSAH,"JUAL MAKANAN",4360000,100,46216,2017000,46247,325930,0,2389177,0.548,10,Diragukan
PU-240-22-01-000056,SANTINI,"JUAL MAKANAN",6000000,50,148800,36000,48538,75199,9499,169236,0.0282,33,Macet
PU-240-22-03-000408,MAYA,WARUNGAN,5000000,50,124000,915000,14908,154570,7481,1091959,0.2184,32,Macet
PU-240-23-03-000477,"DIAH ROSLIAH","JUAL MAKANAN",8000000,50,198400,1920000,2273,166115,12199,2100587,0.2626,24,Macet
PU-240-23-10-001871,NINA,"JUAL MAKANAN",10000000,50,248000,2426000,105176,476410,0,3007586,0.3008,36,Macet
PU-240-24-02-000168,"JUJU MARYATI","JUAL MAKANAN",7200000,75,130560,2464000,8714,113789,2625,2589128,0.3596,71,Macet
PU-240-22-11-001940,ENAH,"JUAL IKAN DAN LAINNYA",2400000,100,35520,56000,2900,35239,7133,101272,0.0422,96,Macet
PU-240-22-11-001942,MIAH,WARUNGAN,1850000,100,27380,81000,2699,35730,7769,127198,0.0688,96,Macet
PU-240-22-11-001943,UMAMAH,"JUAL IKAN DAN LAINNYA",4000000,100,59200,610000,2128,46018,7826,665972,0.1665,90,Macet
PU-240-22-11-001944,"ANI HANDAYANTI",WARUNGAN,1550000,100,22940,96000,3117,35730,7766,142613,0.092,96,Macet
PU-240-22-11-001946,BAINAN,"JUAL IKAN DAN LAINNYA",2250000,100,33300,65000,2200,35486,7200,109886,0.0488,96,Macet
PU-240-22-11-001947,"UUS USWATUNHASANAH","JUAL IKAN DAN LAINNYA",2300000,100,34040,64000,3400,35486,7200,110086,0.0479,96,Macet
PU-240-22-11-001951,ELIS,"JUAL IKAN DAN LAINNYA",2600000,100,38480,47000,2100,35239,7000,91339,0.0351,96,Macet
PSA-240-22-10-000028,ENENG,"TOILET DAN SEPTITANK",5000000,76,87500,1142000,79708,249179,8308,1479195,0.2958,56,Macet
PU-240-22-05-000771,MINAH,WARUNGAN,6000000,50,148800,1101000,2416,170867,7733,1282016,0.2137,16,Macet
PU-240-22-12-002262,ENENG,"JUAL SAYURAN",6000000,50,148800,1142000,79708,249179,8308,1479195,0.2465,42,Macet
PU-240-22-12-002331,RUMSAH,"LAIN LAIN INVESTASI",6000000,50,148800,1181000,15555,206891,0,1403446,0.2339,17,Macet
PU-240-23-06-001080,NINING,"JUAL MAKANAN",5000000,50,124000,1095000,5861,104985,7922,1213768,0.2428,20,Macet
PU-240-23-06-001089,"AMI NURAENI","JUAL MAKANAN",3000000,50,74400,131000,39800,33785,13656,218241,0.0727,8,Diragukan
PU-240-23-08-001431,"RIRIN UTARI","JUAL MAKANAN",3000000,50,74400,32000,66186,33414,2848,134448,0.0448,40,Macet
PU-240-23-09-001577,"KOKOM KOMARIAH","JUAL MAKANAN",3000000,50,74400,134000,38093,33414,35644,241151,0.0804,5,Diragukan
PU-240-25-07-000300,IKAH,"JUAL MAKANAN",1169000,50,24783,101000,42200,32072,2180,177452,0.1518,8,Diragukan
PU-240-21-06-000472,LILIS,PETERNAKAN,3000000,50,74400,119000,8300,37162,10168,174630,0.0582,12,Diragukan
PU-240-21-06-000473,MULYANAH,WARUNGAN,3000000,50,74400,119000,22100,37162,5168,183430,0.0611,12,Diragukan
PU-240-21-08-000859,SANTI,WARUNGAN,5000000,50,124000,681000,23710,138810,9737,853257,0.1707,19,Macet
PU-240-21-09-000983,KHUTBAH,PERTANIAN,3500000,50,86800,291000,6200,68699,4861,370760,0.1059,24,Macet
PU-240-23-10-001870,TUTI,"JUAL MAKANAN",9000000,50,223200,1761000,71109,122719,7044,1961872,0.218,39,Macet
PU-240-24-06-000553,"RIKA SARTIKA","JUAL IKAN DAN LAINNYA",5000000,50,124000,669000,12602,55432,2956,739990,0.148,24,Macet
PMB-240-24-06-000054,HJ.MANAH,PERTANIAN,10000000,75,181333,1521000,2558199,247051,55593,4381843,0.4382,31,Macet
PMB-240-24-12-000116,SAMSIAH,"JUAL IKAN DAN LAINNYA",7900000,100,88480,1673000,253892,110192,0,2037084,0.2579,11,Diragukan
PRR-240-23-03-000007,KARYAH,"RENOVASI RUMAH + SANITASI",7000000,152,69079,906000,26274,51124,0,983398,0.1405,109,Macet
PSA-240-23-03-000005,ELI,"AIR DAN SANITASI",5050000,101,72000,491000,63195,47466,7324,608985,0.1206,93,Macet
PSA-240-23-05-000010,IMI,SANITASI,4400000,100,63360,514000,2578,52213,2868,571659,0.1299,77,Macet
PSA-240-24-02-000003,ENI,"AIR DAN SANITASI",4900000,50,119560,101000,49021,89745,2767,242533,0.0495,24,Macet
PU-240-21-03-000275,IROH,"JUAL SAYURAN",4000000,50,99200,200000,19909,50357,81793,352059,0.088,9,Diragukan
PU-240-21-10-001226,TATI,"LAIN LAIN INVESTASI",5000000,50,124000,406000,4829,59628,2268,472725,0.0945,27,Macet
PU-240-22-08-001260,KARYAH,WARUNGAN,4000000,50,99200,906000,26274,51124,0,983398,0.2458,35,Macet
PU-240-23-03-000670,KODARIAH,"JUAL IKAN DAN LAINNYA",5250000,100,77700,764000,4348,61977,7982,838307,0.1597,88,Macet
PU-240-23-11-002085,ASIH,"JUAL IKAN DAN LAINNYA",5600000,100,82880,722000,7084,70218,2004,801306,0.1431,94,Macet
PU-240-24-05-000403,YANI,WARUNGAN,2000000,50,49600,77000,7540,33046,2464,120050,0.06,44,Macet
PMB-240-24-02-000009,RINI,"LAIN LAIN INVESTASI",15450000,100,228660,1533800,124370,190625,5509,1854304,0.12,98,Macet
PMB-240-24-02-000010,HJ.MARIAH,WARUNGAN,12800000,100,189440,3149000,149174,146449,12838,3457461,0.2701,95,Macet
PMB-240-24-02-000011,ENONG,"JUAL MAKANAN",15600000,100,230880,3277000,71283,4590,24567,3377440,0.2165,99,Macet
PMB-240-24-02-000012,MARNI,"LAIN LAIN INVESTASI",15700000,100,232360,3287000,73969,192476,4446,3557891,0.2266,96,Macet
PMB-240-24-02-000013,INAH,"JUAL SAYURAN",15300000,100,226440,3264000,27708,50853,3390,3345951,0.2187,99,Macet
PMB-240-24-12-000118,"AGNIS HERDIYANI","JUAL OBAT, JAMU, KOSMETIK, CNI DLL",15550000,50,348320,2205000,107284,183169,11970,2507423,0.1612,50,Macet
PU-240-22-05-000761,AMINAH,WARUNGAN,3000000,50,74400,110000,13324,35730,28646,187700,0.0626,15,Macet
PU-240-23-05-000931,SAPINAH,"JUAL MAKANAN",4000000,50,99200,436000,14801,2580,10317,463698,0.1159,11,Diragukan
PU-240-23-09-001626,JARTI,PERTANIAN,3000000,50,74400,83000,39520,33414,0,155934,0.052,18,Macet
PU-240-23-11-002016,"NENG EFA OKTAVIA",WARUNGAN,4000000,50,99200,140000,16029,44386,7197,207612,0.0519,22,Macet
PU-240-24-12-001130,"NENG RUKMINI","JUAL IKAN DAN LAINNYA",3250000,100,36400,437000,36676,56371,2382,532429,0.1638,54,Macet
PU-240-20-04-000428,SUHETI,"JUAL MAKANAN",3000000,25,135000,174000,41840,65717,0,281557,0.0939,6,Diragukan
PU-240-20-07-000759,AAM,"JUAL IKAN DAN LAINNYA",3000000,50,74400,287000,3732,56195,0,346927,0.1156,8,Diragukan
PU-240-20-11-001321,DEDE,"JUAL MAKANAN",4000000,50,99200,418000,10750,46627,0,475377,0.1188,10,Diragukan
PU-240-21-02-000242,YENI,"JUAL MAKANAN",4000000,50,99200,359000,2340,64133,0,425473,0.1064,31,Macet
PU-240-21-03-000373,ENTI,"JUAL MAKANAN",3000000,50,74400,298000,27168,4146,0,329314,0.1098,7,Diragukan
PMB-240-25-01-000009,WETI,"JUAL PAKAIAN",8700000,100,97440,2316000,52701,182154,0,2550855,0.2932,55,Macet
PMB-240-25-01-000010,SARI,"WARUNG MAKAN/WARUNG KOPI",9650000,75,144107,2036000,102433,202001,0,2340434,0.2425,55,Macet
PMB-240-25-01-000011,SUHERNI,"WARUNG MAKAN/WARUNG KOPI",9600000,75,143360,3739000,105731,228380,0,4073111,0.4243,54,Macet
PRR-240-22-03-000001,SUHERNI,"RENOVASI RUMAH",20000000,152,197368,3739000,105731,228380,0,4073111,0.2037,52,Macet
PRR-240-22-07-000004,SANTI,"RENOVASI RUMAH",20000000,152,197368,1870000,166171,91983,7247,2135401,0.1068,73,Macet
PRR-240-22-08-000005,WETI,"RENOVASI RUMAH",23000000,152,226974,2316000,52701,182154,0,2550855,0.1109,70,Macet
PRR-240-22-12-000014,SARI,"RENOVASI RUMAH",20000000,152,197368,2036000,102433,202001,0,2340434,0.117,87,Macet
PU-240-22-07-001107,MAYA,"JUAL PAKAIAN",2000000,50,49600,71000,7600,23657,7156,109413,0.0547,17,Macet
PU-240-23-06-001143,"INA LESTARI","JUAL ALAT RUMAH TANGGA",3000000,50,74400,312000,96945,57554,0,466499,0.1555,10,Diragukan
PU-240-23-07-001213,SANIMAH,"JUAL IKAN DAN LAINNYA",6000000,50,148800,508000,101546,140435,0,749981,0.125,8,Diragukan
PU-240-23-08-001335,YUYUN,"JUAL PAKAIAN",6000000,50,148800,1227000,53200,89320,0,1369520,0.2283,15,Macet
PU-240-23-08-001336,INAH,"JUAL SAYURAN",5000000,50,124000,730000,5185,59114,0,794299,0.1589,17,Macet
PU-240-23-09-001558,SAETI,"JUAL PAKAIAN",4000000,50,99200,398000,211511,79811,8197,697519,0.1744,18,Macet
PU-240-23-10-001901,SUTI,"LAIN LAIN INVESTASI",3000000,50,74400,77000,343832,33290,0,454122,0.1514,26,Macet
PU-240-23-11-002071,"SITI AIYSAH","JUAL PAKAIAN",6000000,50,148800,221000,294137,206270,12944,734351,0.1224,25,Macet
PU-240-23-12-002154,TATING,"JUAL JASA",4000000,50,99200,341000,466883,78855,8196,894934,0.2237,33,Macet
PU-240-24-01-000016,SANTI,WARUNGAN,7150000,100,105820,1870000,166171,91983,7247,2135401,0.2987,83,Macet
PU-240-24-02-000111,DIANA,"LAIN LAIN INVESTASI",4000000,50,99200,311000,193915,88759,0,593674,0.1484,42,Macet
PU-240-24-06-000472,SATI,WARUNGAN,5000000,50,124000,395000,107561,161483,0,664044,0.1328,30,Macet
PU-240-24-06-000473,OJAH,"JUAL JASA",4000000,50,99200,602000,230861,112570,0,945431,0.2364,29,Macet
PU-240-25-01-000041,KORIAH,"JUAL IKAN DAN LAINNYA",5700000,100,63840,1055000,16209,63744,0,1134953,0.1991,49,Macet
PU-240-25-01-000042,ENONG,WARUNGAN,4650000,100,52080,549000,51095,53975,0,654070,0.1407,46,Macet
PU-240-25-02-000090,NURHAYATI,"JUAL IKAN DAN LAINNYA",3750000,100,42000,1012000,32248,52620,7009,1103877,0.2944,51,Macet
PU-240-23-05-000912,"LILIS KARYATI","JUAL MAKANAN",6000000,50,148800,872000,4558,66563,0,943121,0.1572,37,Macet
PU-240-23-06-001057,SARNAWATI,"JUAL OBAT, JAMU, KOSMETIK, CNI DLL",6000000,50,148800,1232000,15596,67008,0,1314604,0.2191,33,Macet
PU-240-23-08-001449,JUNARIAH,"JUAL JASA",4500000,50,111600,674000,3205,132070,0,809275,0.1798,19,Macet
PU-240-24-02-000133,"MESA METALUHU",WARUNGAN,4000000,50,99200,333000,48400,78325,0,459725,0.1149,37,Macet
PU-240-24-03-000284,"ROSITA MARYANTI",WARUNGAN,4000000,50,99200,108000,5400,43840,0,157240,0.0393,32,Macet
PU-240-24-05-000362,"ITA MARYATI",WARUNGAN,5000000,50,124000,2020000,20860,93750,0,2134610,0.4269,36,Macet
PU-240-24-05-000446,OMAH,"JUAL JASA",3000000,50,74400,68000,3468,32196,0,103664,0.0346,28,Macet
PU-240-24-05-000447,"SINDI LISTRI WIDIYANTI","JUAL MAKANAN",3000000,50,74400,38000,10600,32196,0,80796,0.0269,39,Macet
PU-240-24-06-000543,NAYAH,"JUAL ALAT RUMAH TANGGA",5000000,50,124000,694000,86411,62063,0,842474,0.1685,34,Macet
PU-240-24-09-000790,EUIS,"JUAL PAKAIAN",6000000,50,148800,1802000,22904,68153,0,1893057,0.3155,36,Macet
PMB-240-23-03-000025,KAYAH,WARUNGAN,10000000,50,248000,1760000,285085,119119,6905,2171109,0.2171,28,Macet
PU-240-23-01-000207,ASPAH,PERTANIAN,6000000,50,148800,1465000,180805,69105,36298,1751208,0.2919,13,Macet
PU-240-23-06-001130,ACIH,PERTANIAN,4350000,50,107880,826000,154406,52965,0,1033371,0.2376,38,Macet
PU-240-23-06-001132,SUEMI,PERTANIAN,3350000,50,83080,479000,124784,95349,0,699133,0.2087,35,Macet
PU-240-23-07-001180,RUMANAH,"JUAL SAYURAN",5000000,50,124000,1532000,235783,126933,0,1894716,0.3789,40,Macet
PU-240-24-02-000173,ANI,"JUAL PAKAIAN",2000000,50,49600,38000,271386,22013,0,331399,0.1657,38,Macet
PU-240-25-02-000094,TATI,WARUNGAN,3200000,50,71680,634000,429938,92344,7182,1163464,0.3636,49,Macet
PU-240-22-04-000661,MURTI,"JUAL PAKAIAN",4000000,50,99200,383000,37873,7502,0,428375,0.1071,15,Macet
PU-240-22-10-001615,OYAH,"JUAL MAKANAN",1300000,50,32240,202000,13765,17980,0,233745,0.1798,34,Macet
PU-240-22-10-001882,"TETI YUNENGSIH",WARUNGAN,2200000,75,39893,378000,724194,2812,0,1105006,0.5023,60,Macet
PU-240-22-11-001974,SURNI,"JUAL IKAN DAN LAINNYA",2550000,75,46240,285000,23759,50571,0,359330,0.1409,54,Macet
PU-240-22-12-002269,"AAM AMSANAH","JUAL MAKANAN",750000,50,18600,138000,6765,10355,0,155120,0.2068,20,Macet
PU-240-22-12-002399,MISRANAH,"JUAL SAYURAN",1400000,75,25387,172000,19440,2584,0,194024,0.1386,20,Macet
PU-240-22-12-002400,SANTI,"JUAL IKAN DAN LAINNYA",2100000,100,31080,363000,13329,34679,0,411008,0.1957,94,Macet
PU-240-22-12-002401,"NIA NURYATI",WARUNGAN,2300000,75,41707,137000,409520,4614,0,551134,0.2396,58,Macet
PU-240-23-04-000709,"OTIN SUPRIYATININGSIH",WARUNGAN,3000000,50,74400,62000,48400,34029,0,144429,0.0481,31,Macet
PU-240-23-07-001155,"UCU YULANTI",WARUNGAN,4000000,50,99200,433000,49257,80497,0,562754,0.1407,10,Diragukan
PU-240-23-08-001499,RISKA,"JUAL MAKANAN",3000000,50,74400,104000,21700,33414,0,159114,0.053,17,Macet
PU-240-24-02-000137,ARWASIH,"JUAL SAYURAN",4000000,50,99200,314000,25784,78160,0,417944,0.1045,39,Macet
PU-240-25-02-000129,"DEDE NURASIH","JUAL MAKANAN",4000000,50,99200,294000,34729,41650,2729,373108,0.0933,11,Diragukan
PU-240-25-04-000168,ROHAYATI,"JUAL IKAN DAN LAINNYA",4000000,50,99200,435000,125946,74166,225240,860352,0.2151,2,Lancar
PU-240-25-09-000472,ENI,WARUNGAN,6000000,50,148800,2221000,81335,128155,7938,2438428,0.4064,2,Lancar
PU-240-21-09-001021,"TETI SUHAETI","JUAL OBAT, JAMU, KOSMETIK, CNI DLL",5000000,50,124000,42000,17900,138277,13351,211528,0.0423,4,Lancar
PU-240-21-12-001831,ARMISAH,"LAIN LAIN INVESTASI",3000000,50,74400,53000,8100,36087,13076,110263,0.0368,34,Macet
PU-240-22-11-002116,"IIS KURNIASIH","JUAL MAKANAN",1650000,50,40920,113000,4900,35854,7187,160941,0.0975,39,Macet
PU-240-22-12-002409,RUSTI,PERTANIAN,3250000,75,58933,537000,3500,38982,8057,587539,0.1808,23,Macet
PU-240-23-01-000067,RUNASIH,"JUAL MAKANAN",4000000,50,99200,298000,3200,47258,0,348458,0.0871,43,Macet
PU-240-23-06-001038,KADMINIH,PERTANIAN,3550000,75,64373,1295000,30720,62016,0,1387736,0.3909,61,Macet
PU-240-23-06-001040,NENGSIH,"JUAL PAKAIAN",2950000,100,43660,352000,44938,36091,7906,440935,0.1495,93,Macet
PU-240-23-07-001299,TALEM,"JUAL MAKANAN",7350000,100,108780,2108000,111313,2165,13295,2234773,0.3041,49,Macet
PU-240-24-01-000063,KENIH,"JUAL MAKANAN",2600000,50,64480,506000,231167,31290,8631,777088,0.2989,29,Macet
PU-240-24-03-000255,ARSAH,PERTANIAN,1800000,25,80640,704000,5408,22601,12152,744161,0.4134,18,Macet
PU-240-24-12-001121,RUWINAH,"JUAL MAKANAN",2000000,50,42400,54000,58784,139854,0,252638,0.1263,17,Macet
PU-240-22-12-002410,"LINA ANGGRAENI","JUAL IKAN DAN LAINNYA",1850000,25,82880,542000,3212,95466,8852,649530,0.3511,15,Macet
PU-240-19-11-001524,"MISRI MUTIAWATI",WARUNGAN,2000000,50,50000,38000,41000,25786,0,104786,0.0524,14,Macet
PU-240-19-11-001525,MARNIAH,"JUAL MAKANAN",2500000,50,62500,41000,45780,32399,0,119179,0.0477,7,Diragukan
PU-240-19-11-001526,MIMIH,"JUAL MAKANAN",2500000,50,62500,50000,52000,28395,0,130395,0.0522,16,Macet
PU-240-19-11-001529,SAFITRIANI,"JUAL OBAT, JAMU, KOSMETIK, CNI DLL",2000000,50,50000,27000,289423,25786,0,342209,0.1711,11,Diragukan
PU-240-19-11-001530,MASNI,WARUNGAN,2500000,50,62500,32000,83008,32399,0,147407,0.059,11,Diragukan
PU-240-19-11-001532,SUNAENAH,"JUAL MAKANAN",2500000,50,62500,17000,15030,32399,0,64429,0.0258,16,Macet
PU-240-19-11-001540,YATI,PERTANIAN,1500000,50,37500,2000,12000,15000,0,29000,0.0193,14,Macet
PU-240-19-11-001541,"SITI ROHMAH","JUAL PAKAIAN",2500000,50,62500,48000,47318,14683,0,110001,0.044,6,Diragukan
PU-240-19-12-001687,ALINAH,"JUAL MAKANAN",2500000,50,62500,21000,12000,12183,0,45183,0.0181,18,Macet
PU-240-19-12-001762,RUKANAH,"JUAL ALAT RUMAH TANGGA",2500000,50,62500,5000,121742,32399,0,159141,0.0637,5,Diragukan
PU-240-19-12-001768,KANAH,"JUAL IKAN DAN LAINNYA",2500000,50,62500,2000,96210,32399,0,130609,0.0522,7,Diragukan
PU-240-20-08-000868,MASTINI,PERTANIAN,3500000,25,156800,6000,80364,60979,0,147343,0.0421,6,Diragukan
PRR-240-23-01-000002,SUHERNI,"RENOVASI RUMAH + SANITASI",20000000,152,197368,1881000,43513,389725,0,2314238,0.1157,96,Macet
PU-240-23-01-000209,ANAH,PERTANIAN,6000000,50,148800,1168000,19606,213180,45001,1445787,0.241,31,Macet
PU-240-23-02-000369,NAMAH,WARUNGAN,6500000,50,161200,1439000,73017,78682,15045,1605744,0.247,36,Macet
PU-240-23-05-000806,UTI,WARUNGAN,4000000,50,99200,371000,5036,81061,0,457097,0.1143,27,Macet
PU-240-23-07-001270,ERISKA,"JUAL MAKANAN",3000000,50,74400,92000,30400,33661,0,156061,0.052,21,Macet
PU-240-23-09-001743,SUHERNI,WARUNGAN,8000000,50,198400,1881000,43513,389725,0,2314238,0.2893,29,Macet
PU-240-23-10-001785,ARIYAH,"JUAL PAKAIAN",6000000,50,148800,894000,101411,74229,0,1069640,0.1783,46,Macet
PU-240-23-12-002104,EMAH,"JUAL MAKANAN",7000000,50,173600,706000,15010,229099,0,950109,0.1357,40,Macet
PU-240-24-10-000949,SODAH,PERTANIAN,4000000,50,99200,188000,27800,42556,2996,261352,0.0653,8,Diragukan
PU-240-24-12-001160,RASIH,WARUNGAN,4000000,50,99200,344000,57284,74380,90211,565875,0.1415,12,Diragukan
PMB-240-22-09-000041,SARIAH,PERTANIAN,15000000,100,222000,2351000,116279,178529,12138,2657946,0.1772,74,Macet
PU-240-21-09-000948,IRAH,"JUAL MAKANAN",3000000,50,74400,86000,39000,36671,0,161671,0.0539,23,Macet
PU-240-22-07-001076,RAMINIH,PERTANIAN,5000000,50,124000,364000,21202,61576,48320,495098,0.099,11,Diragukan
PU-240-22-11-002115,DARINIH,WARUNGAN,700000,25,31360,140000,3700,36547,8674,188921,0.2699,14,Macet
PU-240-22-12-002163,ROHILAH,PERTANIAN,5000000,50,124000,633000,37043,59711,7120,736874,0.1474,30,Macet
PU-240-23-01-000198,"LILIS TASIRI",WARUNGAN,4050000,50,100440,2000,33134,47865,7964,90963,0.0225,17,Macet
PU-240-23-04-000719,"HJ SANIMAH",PERTANIAN,5000000,50,124000,561000,17570,140665,12942,732177,0.1464,47,Macet
PSA-240-22-10-000023,"IDA UMAMI",SANITASI,4700000,76,82250,878000,27949,24135,0,930084,0.1979,42,Macet
PU-240-23-02-000358,"IDA UMAMI",PERTANIAN,1850000,100,27380,878000,27949,24135,0,930084,0.5027,67,Macet
PU-240-23-06-000935,SUMINAH,"JUAL MAKANAN",3000000,50,74400,101000,31200,33785,0,165985,0.0553,18,Macet
PU-240-23-09-001578,RAMINAH,"JUAL ALAT RUMAH TANGGA",8000000,50,198400,1681000,2847,93857,0,1777704,0.2222,27,Macet
PU-240-23-12-002098,SODAH,PERTANIAN,5000000,50,124000,420000,4395,90173,8263,522831,0.1046,28,Macet
PU-240-23-12-002099,RAWEN,"JUAL MAKANAN",5000000,50,124000,422000,25910,89926,9712,547548,0.1095,27,Macet
PU-240-24-01-000007,NANI,"JUAL MAKANAN",3000000,50,74400,83000,25600,32800,0,141400,0.0471,24,Macet
PU-240-24-01-000061,ROKAYAH,PERTANIAN,5000000,50,124000,420000,27866,89583,0,537449,0.1075,28,Macet
PU-240-24-08-000755,NURFARIDAH,WARUNGAN,1850000,25,78440,844000,18301,22513,0,884814,0.4783,18,Macet
PU-240-24-10-000914,SUNENTI,PERTANIAN,3500000,50,86800,335000,62391,70624,28392,496407,0.1418,32,Macet
PU-240-24-03-000241,SARYATI,WARUNGAN,3000000,50,74400,86000,19421,32560,0,137981,0.046,23,Macet
PU-240-24-12-001157,IKAH,WARUNGAN,5700000,100,63840,1978000,1202961,83151,14078,3278190,0.5751,19,Macet
PU-240-20-12-001534,SAPIAH,PERTANIAN,4000000,50,99200,415000,20723,45114,0,480837,0.1202,7,Diragukan
PU-240-21-01-000030,TASINIH,"LAIN LAIN INVESTASI",4000000,50,99200,336000,58816,2154,0,396970,0.0992,30,Macet
PU-240-21-11-001484,KARTINI,PERTANIAN,5000000,50,124000,62000,2281,143830,0,208111,0.0416,9,Diragukan
PU-240-21-12-001679,KASANAH,PERTANIAN,5000000,50,124000,95000,75408,2225,17079,189712,0.0379,20,Macet
PU-240-21-12-001737,CARINIH,PERTANIAN,5000000,50,124000,84000,75076,58914,7670,225660,0.0451,21,Macet
PU-240-23-03-000594,RASMAH,"LAIN LAIN INVESTASI",5000000,50,124000,765000,209498,59054,0,1033552,0.2067,9,Diragukan
PU-240-23-06-001150,MURNIATI,WARUNGAN,4000000,50,99200,800000,605103,44517,0,1449620,0.3624,26,Macet
PU-240-23-08-001357,ICIH,"LAIN LAIN INVESTASI",3000000,50,74400,548000,607648,36151,0,1191799,0.3973,17,Macet
PU-240-21-08-000906,PATIMAH,WARUNGAN,5000000,25,224000,117000,12284,58906,0,188190,0.0376,15,Macet
PU-240-21-09-001072,RASNAH,"JUAL IKAN DAN LAINNYA",3000000,50,74400,35000,7600,36671,23107,102378,0.0341,14,Macet
PU-240-22-12-002402,ARSINAH,"JUAL PAKAIAN",1950000,100,28860,158000,26675,34254,0,218929,0.1123,91,Macet
PU-240-24-12-001102,IDA,WARUNGAN,1750000,100,18550,22000,7598,44200,8120,81918,0.0468,36,Macet
PU-240-22-09-001397,MARINI,"JUAL MAKANAN",4500000,50,111600,653000,47762,132745,5526,839033,0.1865,19,Macet
PU-240-23-08-001354,IMAS,"JUAL SAYURAN",5000000,50,124000,764000,38996,144557,13055,960608,0.1921,10,Diragukan
PU-240-23-10-001778,"YAMI ASIH",WARUNGAN,6000000,50,148800,1427000,20636,266196,92774,1806606,0.3011,22,Macet
PU-240-23-10-001876,KARMI,"JUAL SAYURAN",7500000,50,186000,1812000,7900,139856,17553,1977309,0.2636,27,Macet
PU-240-23-12-002097,APINAH,PERTANIAN,5500000,50,136400,805000,57528,153999,41269,1057796,0.1923,26,Macet
PU-240-24-03-000252,SUMARNI,"JUAL MAKANAN",4000000,50,99200,160000,9716,43840,34864,248420,0.0621,19,Macet
PU-240-24-08-000751,CARSINI,PERTANIAN,4000000,50,99200,160000,62375,42742,8775,273892,0.0685,25,Macet
PRT-240-24-11-000029,ATIKAH,"SEPEDA LISTRIK",2500000,50,60000,76000,91000,0,7979,174979,0.07,10,Diragukan
PU-240-22-11-002076,"LAYLA ZEMI","JUAL MAKANAN",3000000,50,74400,93000,4000,34875,0,131875,0.044,21,Macet
PU-240-23-01-000205,MUMUS,"LAIN LAIN INVESTASI",3000000,50,74400,104000,229948,34393,0,368341,0.1228,16,Macet
PU-240-23-02-000256,NARIAH,"JUAL SAYURAN",3800000,50,94240,424000,18800,79647,0,522447,0.1375,7,Diragukan
